hex_id,jam_count_prediction,hour,jam_count_3_weeks_ago,jam_count_2_weeks_ago,jam_count_1_weeks_ago,jam_count_0_weeks_ago
69,0.011443268014975182,17,0,0,0,0
70,2.646669607410675e-6,17,0,0,0,0
71,1.0790982750214752e-4,17,0,0,0,0
72,0.0018089976321995968,17,0,0,0,0
73,8.371942804357044e-5,17,0,0,0,0
74,0.003344951486223564,17,0,0,0,0
75,0.0018666666666666666,17,0,0,0,0
76,0.08201126340359605,17,0,0,0,0
77,9.277444900990604e-4,17,0,0,0,0
78,0.010801688815201282,17,0,0,0,0
79,1.6022963870012256e-4,17,0,0,0,0
80,0.027708869487573232,17,0,0,0,0
81,0.020783016455894355,17,0,0,0,0
82,0.003768893875791058,17,0,0,0,0
83,0.02483700165356986,17,0,0,0,0
84,0.09913333333333334,17,0,0,0,0
85,0.20266593757120077,17,1,0,0,1
86,0.12909982123651154,17,1,0,0,0
87,0.15040345568067393,17,1,0,0,0
88,0.01312124984383108,17,0,0,0,0
89,0.00835277777777778,17,0,0,0,0
90,0.061657555926854166,17,0,0,0,0
91,0.004329080379080379,17,0,0,0,0
92,0.014956143256476737,17,0,0,0,0
93,0.05053949906355922,17,0,0,0,0
94,0.06153827730840781,17,0,0,0,0
95,0.1424128138528139,17,2,0,0,1
96,0.11015086776671382,17,2,0,1,0
97,0.0549143494479939,17,0,0,0,0
98,0.010184493379596945,17,0,0,0,0
99,0.005566666666666667,17,0,0,0,0
100,0.08303045369663016,17,0,0,0,0
101,0.01785530872636136,17,0,0,0,0
102,0.0010849685423202976,17,0,0,0,0
103,9.246397585648934e-6,17,0,0,0,0
104,0.01544898965124451,17,0,0,0,0
105,0.010201310612913215,17,1,0,0,0
106,4.025979952238261e-6,17,0,0,0,0
107,9.131003606500235e-5,17,0,0,0,0
108,0.03548595579795173,17,2,0,1,0
109,0.016697064454764446,17,0,0,0,0
110,0.04013061784667325,17,0,0,0,0
111,0.1012831916974962,17,0,0,0,0
112,0.007402646669607411,17,0,0,0,0
113,0.006013978114366617,17,0,0,0,0
114,0.0073487484856101645,17,0,0,0,0
115,4.025979952238261e-6,17,0,0,0,0
116,1.3903318308045392e-4,17,0,0,0,0
117,0.03325647461893589,17,2,0,1,0
118,0.01801135907553019,17,0,0,0,0
119,0.016206463327874877,17,0,0,0,0
120,0.005000137296168912,17,0,0,0,0
121,0.02114232238349886,17,0,0,0,0
122,0.006095405928186659,17,0,0,0,0
123,4.025979952238261e-6,17,0,0,0,0
124,4.025979952238261e-6,17,0,0,0,0
125,0.0021809899162116733,17,0,0,0,0
126,0.034219743061311904,17,2,0,1,0
127,0.02382804709325675,17,0,0,0,0
128,0.0013707260526199493,17,0,0,0,0
129,0.0036317598500724317,17,0,0,0,0
130,0.11700454832967178,17,1,0,0,0
131,0.023021772672578534,17,0,0,0,0
132,0.0056426288081757635,17,0,0,0,0
133,5.481543350391748e-4,17,0,0,0,0
134,5.2408255543779636e-5,17,0,0,0,0
135,0.0021708410902110437,17,0,0,0,0
136,6.154631261755685e-5,17,0,0,0,0
137,0.041581650047326904,17,2,0,1,0
138,0.003305141811759246,17,0,0,0,0
139,0.00195565673568675,17,0,0,0,0
140,0.002376038084192954,17,0,0,0,0
141,0.007767844984408922,17,0,0,0,0
142,4.144397103280293e-4,17,0,0,0,0
143,0.005052418013170084,17,0,0,0,0
144,0.004253211192176141,17,0,0,0,0
145,7.205012935965927e-4,17,0,0,0,0
146,0.002881360234425656,17,0,0,0,0
147,0.029469651841417536,17,1,0,1,0
148,0.012125297358611273,17,0,0,0,0
149,0.008303590975785655,17,0,0,0,0
150,4.19371714817048e-5,17,0,0,0,0
151,4.3221700705020486e-4,17,0,0,0,0
152,5.010661799308868e-4,17,0,0,0,0
153,6.369931178538263e-4,17,0,0,0,0
154,5.434632236335681e-5,17,0,0,0,0
155,0.021804347778408652,17,0,0,0,0
156,0.00578999320477198,17,0,0,0,0
157,4e-4,17,0,0,0,0
158,4.7393886126180724e-4,17,0,0,0,0
159,3.9867312675297606e-4,17,0,0,0,0
160,0.023567840817882595,17,0,0,0,0
161,0.048055475453189035,17,0,0,0,0
162,1.6123451423255284e-4,17,0,0,0,0
163,1.8870404971438958e-4,17,0,0,0,0
164,2.1637028696403981e-4,17,0,0,0,0
165,0.022351378030058478,17,0,0,0,0
166,0.01767716030234304,17,0,0,0,0
167,0.006478393749960909,17,0,0,0,0
168,0.0027259105267482707,17,0,0,0,0
169,0,17,0,0,0,0
170,2.136796547954109e-4,17,0,0,0,0
171,0.0011053097751639416,17,0,0,0,0
172,0.006175256032100512,17,0,0,0,0
173,0.03230541521997248,17,0,0,0,0
174,6.687073647814715e-6,17,0,0,0,0
175,1.2220070389319353e-5,17,0,0,0,0
176,0.005494380766422746,17,0,0,0,0
177,9.92497182480167e-6,17,0,0,0,0
178,7.5399700971469e-5,17,0,0,0,0
179,0,17,0,0,0,0
180,0.005566560867583214,17,0,0,0,0
181,0.022475705097576258,17,0,0,0,0
182,0.006157535670683535,17,0,0,0,0
183,1.494949520368929e-5,17,0,0,0,0
184,0.001269604845531104,17,0,0,0,0
185,0.007414213729740068,17,0,0,0,0
186,5.882157493508747e-4,17,0,0,0,0
187,6.485220619534099e-4,17,0,0,0,0
188,0.010630129507054572,17,0,0,0,0
189,0.014989007076861115,17,0,0,0,0
190,0.0011385132294576292,17,0,0,0,0
191,0,17,0,0,0,0
192,0.0016312696238065718,17,0,0,0,0
193,0.0016026466696074109,17,0,0,0,0
194,0.025256098071412474,17,0,0,0,0
195,0.016982323407235527,17,0,0,0,0
196,0.035415480308919396,17,0,0,0,0
197,1.9157351290684623e-4,17,0,0,0,0
198,7.366482504604052e-6,17,0,0,0,0
199,7.366482504604052e-6,17,0,0,0,0
200,5.419714385231627e-6,17,0,0,0,0
201,0.00302161229762378,17,0,0,0,0
202,9.596164556905624e-6,17,0,0,0,0
203,0.0010105109311432346,17,0,0,0,0
204,8.931754576279855e-4,17,0,0,0,0
205,1.2488609218903063e-4,17,0,0,0,0
206,5.503103031173849e-4,17,0,0,0,0
207,0.06168929105452148,17,0,0,0,0
208,0.10060492350786468,17,0,0,0,0
209,0.0018191440786128861,17,0,0,0,0
210,5.291582215213228e-5,17,0,0,0,0
211,0.002172808618387089,17,0,0,0,0
212,7.8025906092757e-4,17,0,0,0,0
213,0.011054571753505316,17,0,0,0,0
214,0.21105824175824175,17,0,0,0,0
215,0.09923266733266739,17,0,0,0,0
216,0.026173686694312647,17,0,0,0,0
217,0.04137863595080206,17,0,0,0,0
218,0.024777711502050322,17,0,0,0,0
219,2.2361988529394328e-4,17,0,0,0,0
220,7.289754701291949e-4,17,0,0,0,0
221,0.006048297966248042,17,0,0,0,0
222,0.011377026781128188,17,0,0,0,0
223,0.006465289243648129,17,0,0,0,0
224,0.007982740333950631,17,0,0,0,0
225,0.011502912093101903,17,0,0,0,0
226,0.0010666379393571206,17,0,0,0,0
227,0.00129622521685752,17,0,0,0,0
228,0.0021078770845254064,17,0,0,0,0
229,1.7353751239396274e-5,17,0,0,0,0
230,0.013382867438224004,17,0,0,0,0
231,0.012537426210153482,17,0,0,0,0
232,0.004699999999999999,17,0,0,0,0
233,0.001602634706162231,17,0,0,0,0
234,0.066568124058832015,17,0,0,0,0
235,0.004627646669607411,17,0,0,0,0
236,0.10117210701432772,17,0,0,0,0
237,0.06639782765431504,17,0,0,0,0
238,0.0011557977494045025,17,0,0,0,0
239,0.0024667496182825058,17,0,0,0,0
240,0.15546914060690084,17,0,0,0,0
241,0.1689082770964441,17,0,0,0,0
242,0.0066334655061987885,17,0,0,0,0
243,0.001810242507077131,17,0,0,0,0
244,0.014557197244415026,17,0,0,0,0
245,0.01351752707238745,17,0,0,0,0
246,0.007015762754906027,17,0,0,0,0
247,0.0043686442946829825,17,0,0,0,0
248,0.0026333333333333334,17,0,0,0,0
249,0.03709999999999999,17,0,0,0,0
250,0.05288580242627147,17,0,0,0,0
251,0.0020026466696074106,17,0,0,0,0
252,1.1235955056179774e-5,17,0,0,0,0
253,0.00110260304916345,17,0,0,0,0
254,8.793008060766755e-5,17,0,0,0,0
255,0.03695155399489327,17,0,0,0,0
256,0.1567427494618292,17,0,0,0,0
257,1.756753570022356e-5,17,0,0,0,0
258,0.009564883989929917,17,0,0,0,0
259,0.6754333333333337,17,1,1,2,1
260,0.0070999999999999995,17,0,0,0,0
261,0.07124376038180912,17,0,0,0,0
262,0.06484514466077573,17,0,0,0,0
263,0.01696570006455043,17,0,0,0,0
264,0.0025223995816940114,17,0,0,0,0
265,6.389776357827476e-5,17,0,0,0,0
266,0.08611743702964898,17,0,0,0,0
267,0.025480130558955528,17,0,0,0,0
268,2.7385502295291982e-5,17,0,0,0,0
269,2.7385502295291982e-5,17,0,0,0,0
270,0.7195952380952382,17,1,1,2,1
271,0.015144444444444445,17,0,0,0,0
272,0.019552023800621723,17,0,0,0,0
273,0.002677090119435396,17,0,0,0,0
274,0.03893857025689012,17,0,0,0,0
275,0.03038950056379134,17,0,0,0,0
276,0.0012990462050313364,17,0,0,0,0
277,2.646669607410675e-6,17,0,0,0,0
278,5e-4,17,0,0,0,0
279,4e-4,17,0,0,0,0
280,7.237617522971565e-5,17,0,0,0,0
281,0.017052318927174407,17,0,0,0,0
282,0.18634228771196615,17,0,0,0,0
283,0.09866226971154479,17,0,0,0,0
284,0.24833421023421026,17,0,0,0,0
285,0.31375497835497834,17,0,0,0,0
286,0.013221025641025643,17,0,0,0,0
287,0.006895525786323961,17,0,0,0,0
288,3.849550641716672e-5,17,0,0,0,0
289,7.041540694653181e-6,17,0,0,0,0
290,4.340517705828954e-5,17,0,0,0,0
291,0.009133333333333334,17,0,0,0,0
292,0.7541454545454546,17,1,1,2,1
293,0.0102,17,0,0,0,0
294,0.0038315317791402133,17,0,0,0,0
295,0.12655887849763564,17,0,0,0,0
296,0.08177245744330426,17,0,0,0,0
297,8.026466696074107e-4,17,0,0,0,0
298,2.7963125303613205e-5,17,0,0,0,0
299,0.3893470588235293,17,0,0,0,0
300,0.002278352376750556,17,0,0,0,0
301,0.005022186099612446,17,0,0,0,0
302,0.09134479587748873,17,0,0,0,0
303,0.142970669259548,17,0,0,0,0
304,0.016986427185764937,17,0,0,0,0
305,0.00269889374299457,17,0,0,0,0
306,2.2673863552911804e-5,17,0,0,0,0
307,5.121206569615501e-5,17,0,0,0,0
308,1.0180788668633462e-4,17,0,0,0,0
309,3.492146791838726e-4,17,0,0,0,0
310,3.65495709471128e-5,17,0,0,0,0
311,0.0013802165100179572,17,0,0,0,0
312,6.772486772486773e-4,17,0,0,0,0
313,0.005043859649122806,17,0,0,0,0
314,0.007268563685636856,17,0,0,0,0
315,0.8011,17,1,1,2,1
316,0.01654042553191489,17,0,0,0,0
317,0.2180389427773348,17,0,0,0,0
318,0.12108333333333335,17,0,0,0,0
319,0.053239737699863884,17,0,0,0,0
320,0.001,17,0,0,0,0
321,0.00691447106181155,17,0,0,0,0
322,0.8047457983193279,17,0,0,2,1
323,0.40952500000000003,17,0,0,2,0
324,0.041385149663793315,17,0,0,0,0
325,0.0063684558858059966,17,0,0,0,0
326,0.022459542829355927,17,0,0,0,0
327,0.08548324279614451,17,0,0,0,0
328,0.08169083093797237,17,0,0,0,0
329,6.666666666666666e-4,17,0,0,0,0
330,7.452153035842359e-5,17,0,0,0,0
331,2.4423783558321325e-5,17,0,0,0,0
332,2.5956350608129755e-5,17,0,0,0,0
333,4.013793103448276e-4,17,0,0,0,0
334,0.006366666666666666,17,0,0,0,0
335,0.012028985507246378,17,0,0,0,0
336,2.428016248439341e-4,17,0,0,0,0
337,0.0011105263157894737,17,0,0,0,0
338,0.010873758865248228,17,0,0,0,0
339,0.17256666666666673,17,0,0,0,0
340,0.09757022351171284,17,0,0,0,0
341,0.17701159322572135,17,0,0,0,0
342,0.0038666666666666667,17,0,0,0,0
343,0.002418867924528302,17,0,0,0,0
344,0.10722380952380953,17,0,0,0,0
345,0.4817121212121213,17,0,0,1,0
346,0.3271738095238096,17,0,0,0,1
347,0.0347047619047619,17,0,0,0,0
348,1.8271901938883638e-5,17,0,0,0,0
349,0.052051530727989404,17,0,0,0,0
350,0.0025151515151515145,17,0,0,0,0
351,2.5956350608129755e-5,17,0,0,0,0
352,0.0015062549295780875,17,0,0,0,0
353,0.0781952379080807,17,1,0,0,0
354,0.0015,17,0,0,0,0
355,0.009142857142857144,17,0,0,0,0
356,0.09351515151515151,17,0,0,0,0
357,0.10069841269841269,17,0,0,0,0
358,0.22856666666666672,17,0,0,0,0
359,0.4424555555555556,17,0,0,0,0
360,0.9300999999999999,17,1,1,1,1
361,2.1898743230625595,17,1,4,3,4
362,1.9004666666666672,17,0,3,3,3
363,0.997652380952381,17,0,0,1,0
364,0.0013333333333333333,17,0,0,0,0
365,0.010041337244690246,17,0,0,0,0
366,0.015250430663221362,17,0,0,0,0
367,0.012484464851425592,17,0,0,0,0
368,0.38379073080242027,17,0,0,0,0
369,0.0939307315233786,17,0,0,0,0
370,0.003901690850221849,17,0,0,0,0
371,6.151829956476838e-5,17,0,0,0,0
372,0.09372717770034844,17,0,0,0,0
373,0.0013668167125237315,17,0,0,0,0
374,0.07700956908016089,17,0,0,0,0
375,0.13745251720088308,17,1,0,0,0
376,0.0029365086269392483,17,0,0,0,0
377,0.0024,17,0,0,0,0
378,0.007866666666666666,17,0,0,0,0
379,0.12036666666666665,17,0,0,0,0
380,0.07175212121212121,17,0,0,0,0
381,0.014026038159371493,17,0,0,0,0
382,0.022604401154401155,17,0,0,0,0
383,0.9234329162066006,17,0,0,0,0
384,0.9645499999999999,17,0,0,0,0
385,0.001877005643966385,17,0,0,0,0
386,5.683569505314376e-5,17,0,0,0,0
387,0.13895357142857148,17,0,0,0,0
388,0.004680921629594196,17,0,0,0,0
389,0.009277875917392047,17,0,1,0,0
390,0.270216883116883,17,0,1,0,0
391,0.24459523809523806,17,0,1,0,0
392,6.917265416593648e-4,17,0,0,0,0
393,3.450473382498937e-5,17,0,0,0,0
394,2.775174914177026e-5,17,0,0,0,0
395,0.03400114150042572,17,0,0,0,0
396,0.08926984240405295,17,0,0,0,0
397,0.0034432937608443338,17,0,0,0,0
398,0,17,0,0,0,0
399,0,17,0,0,0,0
400,0.08896666666666668,17,0,0,0,0
401,0.08492236834920198,17,0,0,0,0
402,0.004047619047619047,17,0,0,0,0
403,0.006802056277056277,17,0,0,0,0
404,0,17,0,0,0,0
405,5.476190476190477e-4,17,0,0,0,0
406,0.22514285714285723,17,0,1,1,1
407,0.0037127915971436427,17,0,0,0,0
408,2.289390448054015e-5,17,0,0,0,0
409,0.4092230769230768,17,1,0,0,1
410,0.09044523809523808,17,0,0,0,1
411,0.017926672667266726,17,0,0,0,0
412,0.006093915343915343,17,0,0,0,0
413,0.1678498363768431,17,0,0,0,0
414,9.580353909683863e-6,17,0,0,0,0
415,0.02621942680311752,17,0,0,0,0
416,0.0013350282485875707,17,0,0,0,0
417,6.770901194353963e-4,17,0,0,0,0
418,0.18956490105478224,17,0,1,0,0
419,0.5419,17,0,2,0,0
420,0.006166666666666667,17,0,0,0,0
421,0.024468992627793996,17,0,0,0,0
422,0.009323579046456709,17,0,0,0,0
423,0.003952792374877687,17,0,0,0,0
424,4.7619047619047614e-5,17,0,0,0,0
425,0.002641446847050832,17,0,0,0,0
426,0.17321828375381781,17,0,1,1,1
427,0.0030126588796196207,17,0,0,0,0
428,0.07413333333333334,17,1,0,0,1
429,0.20735714285714293,17,0,0,0,0
430,0.0013443755915248734,17,0,0,0,0
431,0.004716178117637972,17,0,0,0,0
432,0.11457605003691965,17,0,0,0,0
433,0.34794610389610403,17,0,0,0,0
434,0.45613333333333345,17,0,0,1,0
435,0.013140688458155723,17,0,0,0,0
436,1.1112920959492292e-5,17,0,0,0,0
437,0.003697801664859443,17,0,0,0,0
438,0.0014043483115253003,17,0,0,0,0
439,5e-4,17,0,0,0,0
440,0.02284448292448292,17,0,0,0,0
441,1.4457071661671668,17,6,3,2,2
442,0.0067,17,0,0,0,0
443,0.0024851063829787233,17,0,0,0,0
444,8.773608453282303e-5,17,0,0,0,0
445,7.340453990318409e-4,17,0,0,0,0
446,0.009201218076567081,17,0,0,0,0
447,0,17,0,0,0,0
448,0.2491593224516141,17,0,1,1,1
449,0.0010502657172264582,17,0,0,0,0
450,0.0033320117489724897,17,0,0,0,0
451,0.24014012066365012,17,0,0,0,0
452,0.07418569651741297,17,0,0,0,0
453,0.1734958293748702,17,0,0,0,0
454,0.16559244946562024,17,0,0,0,0
455,0.006612272977435333,17,0,0,0,0
456,0.10716825396825397,17,0,0,0,0
457,1.1112920959492292e-5,17,0,0,0,0
458,3.2972166775180934e-5,17,0,0,0,0
459,0.0028220272119029396,17,0,0,0,0
460,2.6730965872981246e-5,17,0,0,0,0
461,0.015316666666666664,17,0,0,0,0
462,0.25447819706498953,17,1,0,1,0
463,1.298600865800867,17,5,2,2,4
464,0.0032,17,0,0,0,0
465,1.6307513104251604e-5,17,0,0,0,0
466,4.64521983036292e-5,17,0,0,0,0
467,0.01867195857322384,17,0,0,0,0
468,0.010905784136750585,17,0,0,0,0
469,0.2699999332493951,17,0,1,1,1
470,0.009641164106156053,17,0,0,0,0
471,0.08120000000000001,17,0,0,0,0
472,0.28387777777777784,17,0,0,0,0
473,0.5277333333333332,17,0,0,0,0
474,0.04532727272727273,17,0,0,0,0
475,0.027418957034691487,17,0,0,0,0
476,0.0013737457928494317,17,0,0,0,0
477,1.3236648250460406e-4,17,0,0,0,0
478,0.15316891284815812,17,0,0,0,0
479,0.00865549161833822,17,0,0,0,0
480,9.580353909683863e-6,17,0,0,0,0
481,3.2972166775180934e-5,17,0,0,0,0
482,1.1768846201779199e-4,17,0,0,0,0
483,1.1246804438438131e-4,17,0,0,0,0
484,0.017821355445234895,17,0,0,0,0
485,0.004943589743589744,17,0,0,0,0
486,0.03210151515151515,17,0,0,0,0
487,0,17,0,0,0,0
488,1.0286305555555555,17,4,1,3,4
489,0.004,17,0,0,0,0
490,1.406910798330952e-4,17,0,0,0,0
491,0.0018209867943910624,17,0,0,0,0
492,1.0425927288005622e-4,17,0,0,0,0
493,0.009260341131906935,17,0,0,0,0
494,4.344744831807237e-5,17,0,0,0,0
495,0.05402989823020313,17,0,1,0,0
496,0.0052292360170408956,17,0,0,0,0
497,0.033993333333333334,17,0,0,0,0
498,0.053011111111111106,17,0,0,0,0
499,0.0151986013986014,17,0,0,0,0
500,0.0112,17,0,0,0,0
501,0.018142114327563033,17,0,0,0,0
502,0.03673631359977371,17,0,0,0,0
503,0.004703343877372211,17,0,0,0,0
504,0.005487471714359113,17,0,0,0,0
505,1.0119388157804888e-5,17,0,0,0,0
506,4.35993627627319e-6,17,0,0,0,0
507,1.379310344827586e-6,17,0,0,0,0
508,0.007846222254937888,17,0,0,0,0
509,0.0077,17,0,0,0,0
510,0.35559210526315793,17,0,0,0,1
511,0.23399090909090908,17,0,0,0,1
512,0.011871543162719633,17,0,0,0,0
513,0.13271757863035782,17,1,0,1,0
514,0.08862602952602953,17,0,0,1,1
515,0.003650138142819178,17,0,0,0,0
516,0.0037381688743697134,17,0,0,0,0
517,0.011478490976908612,17,0,0,0,0
518,0.02553717652555716,17,0,0,0,0
519,0.09430522874288387,17,0,0,1,0
520,0.05892392517723309,17,0,1,1,0
521,0.009235694688996442,17,0,0,0,0
522,0.04067849208023542,17,0,0,0,0
523,0.024570370370370367,17,0,0,0,0
524,0.12588296475718,17,0,0,0,1
525,0.0024100131521120147,17,0,0,0,0
526,1.772327885802047e-5,17,0,0,0,0
527,0.0019381028276342339,17,0,0,0,0
528,0.02537247787997969,17,0,0,0,0
529,0.0020962814940697853,17,0,0,0,0
530,0.0020013793103448277,17,0,0,0,0
531,0.005973954423084215,17,0,0,0,0
532,0.027653869371000846,17,0,0,0,0
533,0.40965238095238093,17,0,0,0,1
534,0.14963333333333334,17,0,0,0,0
535,0.07016642801642801,17,0,0,1,1
536,0.9824999999999998,17,2,1,2,1
537,0.4651888888888888,17,0,0,0,0
538,0.005016307513104252,17,0,0,0,0
539,0.0028815621437041257,17,0,0,0,0
540,0.017686700277647346,17,0,0,0,0
541,0.0651956772306372,17,0,0,1,0
542,0.013145337811017076,17,0,0,0,0
543,0.00198645147123408,17,0,0,0,0
544,0.017094173040529483,17,0,0,0,0
545,0.5960581680650903,17,0,0,1,2
546,0.04530534989600237,17,0,0,0,1
547,0.009027332223648423,17,0,0,0,0
548,3.6687053650263116e-5,17,0,0,0,0
549,0.0017372962114595397,17,0,0,0,0
550,0.0018795415236887046,17,0,0,0,0
551,4.683385579937304e-5,17,0,0,0,0
552,0.010752491062944024,17,0,0,0,0
553,0.16336031746031748,17,0,1,0,1
554,0.37610000000000005,17,0,0,0,0
555,0.2921619047619047,17,0,0,0,0
556,0.45429772727272744,17,0,2,2,0
557,0.9823999999999998,17,4,0,2,1
558,0.08966666666666667,17,1,0,0,0
559,0.003663411535953417,17,0,0,0,0
560,0.005450465367386981,17,0,0,0,0
561,0.07338787878787882,17,0,0,0,0
562,0.027996669549173247,17,0,0,0,0
563,0.06995964927160171,17,0,0,0,0
564,0.087207170000061,17,0,0,1,0
565,0.02890952380952381,17,0,0,0,0
566,0.2554227250994919,17,0,0,0,0
567,0.06386884269249897,17,0,0,0,0
568,0.21091944111221353,17,0,0,0,1
569,0.005880917166569768,17,0,0,0,0
570,2.3611627739455535e-4,17,0,0,0,0
571,4.797881351309188e-4,17,0,0,0,0
572,0.01130692054523295,17,0,0,0,0
573,0.003927742503617433,17,0,0,0,0
574,4e-4,17,0,0,0,0
575,0.001,17,0,0,0,0
576,0.03452270210409744,17,0,0,0,0
577,0.042778674463937606,17,0,0,0,0
578,0.052931011723437636,17,0,1,0,0
579,0.05073859649122807,17,0,0,0,0
580,0.0586542490118577,17,0,0,0,0
581,0.8516709956709959,17,4,3,2,3
582,0.3063096366596368,17,1,0,1,0
583,0.07163020236326328,17,0,0,0,0
584,0.07463318585630015,17,0,0,0,0
585,0.050897446997446985,17,0,0,0,0
586,0.4181587301587302,17,1,0,0,0
587,0.04639741771231132,17,0,0,0,0
588,0.046921695060347955,17,0,0,0,0
589,0.21978095238095244,17,0,0,1,0
590,0.02103162393162393,17,0,0,0,0
591,0.03729627430436549,17,0,0,0,0
592,0.14615400136267878,17,1,0,1,1
593,0.0064176965282446785,17,0,0,0,0
594,0.0012707876773742856,17,0,0,0,0
595,0.007044692511380204,17,0,0,0,0
596,1.1905948717948713,17,0,0,1,1
597,0.5318999999999997,17,0,0,1,0
598,0.036199999999999996,17,0,0,0,0
599,1.9639934533551554e-5,17,0,0,0,0
600,0.07424518518518518,17,0,0,0,0
601,0.4244975226657246,17,3,0,2,1
602,0.4447965702847723,17,2,0,1,2
603,0.09615016736810252,17,1,0,0,0
604,0.01127796749509897,17,0,0,0,0
605,0.1864423217540413,17,0,0,0,0
606,0.33558571428571426,17,1,0,0,0
607,0.011905354220247839,17,0,0,0,0
608,0.08754631594467538,17,0,0,0,0
609,0.27980000000000005,17,0,0,0,0
610,0.4647666666666667,17,0,0,0,0
611,0.3162,17,0,0,0,1
612,0.04916799504780668,17,0,0,0,1
613,0.21460051382264572,17,1,0,1,1
614,0.0022501146311975024,17,0,0,0,0
615,2.848422636468523e-4,17,0,0,0,0
616,0.0020050225490259818,17,0,0,0,0
617,4.809430438531371e-5,17,0,0,0,0
618,4.809430438531371e-5,17,0,0,0,0
619,2.7385502295291982e-5,17,0,0,0,0
620,0.014404273504273504,17,0,0,0,0
621,0.9188333333333331,17,0,0,1,1
622,0.6642406926406929,17,0,0,0,0
623,0.004,17,0,0,0,0
624,0.0020431879294068147,17,0,0,0,0
625,0.057160446194316344,17,0,0,0,0
626,0.13999470470180406,17,0,1,0,0
627,0.18960199055330637,17,0,0,0,0
628,0.0010666666666666667,17,0,0,0,0
629,0,17,0,0,0,0
630,0.1277268398268398,17,0,0,0,0
631,1.379310344827586e-6,17,0,0,0,0
632,0.0026,17,0,0,0,0
633,0.1559333333333334,17,0,0,0,0
634,0.039012225705329154,17,0,0,0,0
635,0.03495885821599708,17,1,0,0,0
636,1.379310344827586e-6,17,0,0,0,0
637,0.006020510471581251,17,0,0,0,0
638,0.7836196969696967,17,0,0,1,1
639,1.0943666666666663,17,0,0,1,1
640,0.27556666666666674,17,0,0,0,0
641,0.13066666666666668,17,0,0,0,0
642,0.1500359345968042,17,0,0,0,0
643,0.056190476190476193,17,0,0,0,0
644,0.021333333333333336,17,0,0,0,0
645,0.05315555555555555,17,0,0,0,0
646,0.47100565520384036,17,2,2,2,0
647,0.5983444444444445,17,0,1,1,0
648,0.010658649789029535,17,0,0,0,0
649,0.014140664418633694,17,0,0,0,0
650,0.00225,17,0,0,0,0
